id,name,taxa_kind_id_name,description,col_id,eol_id,Sinonimi,Autore,Etimologia,"Tipo di vegetazione","Diffusione geografica","Nome italiano",Fioritura,Altezza,"Inizio fioritura","Fine fioritura"
47559,"Scutellaria galericulata",Specie,"Pianta perenne, rizomatosa, con fusti pelosi portanti foglie lanceolate, appena cordate alla base, sessili. I fiori sono solitari o a coppie; le corolle sono azzurro-violette.<br /><br />Presenta proprietà officinali come stomachica, vermifuga e febbrifuga.",d6b50fad82caa96d49ebb82a78e71157,578026,,Linneo,"Dal latino scutella = piccola scodella, per la forma del calice.","Vive nei luoghi umidi, lungo i corsi d'acqua fino a 1000 m.","Presente in quasi tutta Europa.","Scutellaria palustre",,,Maggio,Agosto
549558,"Ajuga chamaepitys",Specie,"Pianta annua o bienne, con fusti prostrato-ascendenti più o meno pelosi, porta foglie basali lobate o intere, quelle superiori tripartite; gli spicastri portano brattee allungate, con fiori a corolla gialla macchiata di rosso.<br /><br /> Oltre alle proprietà vulnerarie delle altre A., è anche aperitiva, tonica, febbrifuga.",76b6d33a5bbfd2e45620a91930bdf25a,579805,,"(L.) Schreb.","Il nome specifico significa 'piccolo pino', per la forma delle foglie.","È presente nei luoghi aridi, negli incolti, soprattutto su calcare, fino a 1000 m.","La specie ha una distribuzione prettamente mediterranea.","Iva ginevrina",,,Aprile,Ottobre
670557,"Ajuga genevensis",Specie,"Pianta perenne, rizomatosa, senza stoloni, simile alla precedente; il fusto si presenta uniformemente peloso, le foglie hanno margine crenato-dentato.<br /><br /> Come vulneraria e astringente trova uso in medicina veterinaria.",40e22b38f92a4880a5943f629e43963b,579638,,Linneo,,"Cresce nei luoghi asciutti, prati, siepi e boscaglie fino a 1200 m.","Diffusa in quasi tutta Europa.","Iva ginevrina",,,Aprile,Luglio
445556,"Ajuga reptans",Specie,"Pianta perenne, stolonifera, con foglie in rosette basali e fiori in spicaslro denso con corolle azzurre. Il fusto quadrangolare è peloso solo sulle facce opposte; le foglie sono ovate, a margine quasi liscio.<br /><br />Tra gli usi possibili sono da considerarsi quelli come ornamentale, o addirittura alimentare come insalata, utilizzando i giovani getti; è buona specie mellifera.",ab3d9ecb8ccdb0d3ae6d1ef6ae335148,579637,,Linneo,"Dovrebbe derivare il nome generico dal latino abigere = partorire, per le sue proprietà; reptans = strisciante.","È diffusa nei prati umidi, nei boschi fino oltre i 1000 m.","Presente in quasi tutta Europa.","Bugula; Erba di S. Lorenzo; Iva",,,Aprile,Giugno
724555,"Teucrium botrys",Specie,"Pianta annua, pelosa, un po' appiccicosa, a foglie pennatopartite; gli spicastri sono poco densi, con fiori a calice violetto e corolla rosata.",06a6e232f4ece3095ad349fa15aac39e,579680,,Linneo,"Dedicato a Teucro, mitico re di Troia, che ne ìntui le proprietà medicinali; bótrys significa 'a grappolo'.","È presente lungo le vie, negli ambienti aridi e nei terreni sciolti fino a 800 m","Diffusa nell'area mediterranea.","Camedrio secondo",,,Giugno,Agosto
489554,"Teucrium chamaedrys",Specie,"Pianta perenne, lignificata alla base, con fusti rampanti, porta foglie intere, ovali, crenato-dentate; gli spicastri portano foglie più piccole di quelle sul fusto, e fiori con calice rossastro e corolla di 1 cm circa, gialla o rosata.<br /><br />Presenta proprietà officinali come tonica, febbrifuga, stomachica; veniva usata inoltre contro la gotta ed è buona mellifera.",5e79ab7f45304cb25bd5857d1d3b8f33,5366224,,Linneo,"In latino il nome specifico indicava una specie di quercia; in questo caso è usato per la forma delle foglie.","Vegeta su costoni e prati aridi, nei boschi di querce e di pini, fino al piano montano.","Prevalentemente in Europa meridionale, si trova anche sporadica nella zona centrale.","Camedrio comune, Querciola",,,Maggio,Agosto
796553,"Teucrium montanum",Specie,"Pianta perenne, a piccolo cespuglio ramoso dalla base, presenta foglie lanceolato-lineari, sotto bianco-pelose, sopra scure; fiori raccolti in capolini con corolle bianco-giallastre e stami bruno-rossastri, sporgenti.<br /><br />Un tempo era reputata utile contro i morsi delle vipere.",6ff1b1827985e5b3f138558c8c59a65e,5365901,,Linneo,,"Si incontra negli ambienti aridi pietrosi, assolati, più comunemente in ambiente montano, fino a 1800 m.","È specie sud-europea, con distribuzione discontinua.","Camedrio montano",,,Maggio,Settembre
571552,"Lycopus europaeus",Specie,"Pianta perenne, rizomatosa, stolonifera; porta foglie con grossi denti e fiori in verticilli ascellari con calice a cinque denti e corolla a quattro lobi subeguali, gialla.<br /><br />Ha proprietà astringenti e febbrifughe.",e7bdd105fce8ffae1ceaaa21f991658e,579749,,Linneo,"Il nome del genere significa 'piede di lupo'.","Specie propria degli ambienti Inondati, dei fossi, è presente anche nei prati umidi fino a 1000 m circa.","Presente in Europa, salvo le zone artiche.","Erba sega",,,Giugno,Settembre
538551,"Mentha longifolia",Specie,,,,,,,,,,,,,
44550,"Mentha spicata",Specie,"Pianta perenne, rizomatosa, fortemente aromatica, senza pelosità; le foglie sono lanceolate, grandi 7 cm, non o appena picciolate; i fiori sono portati in spighe allungate apicali, con corolle lilla o rosate fino a bianche.<br /><br />La menta più comunemente coltivata è <em>Mentita piperita</em> L. che è un ibrido tra <em>M. aquatica</em> L. e <em>M. spicata</em> L.. Tutte le parti della pianta sono ricche di mentolo, principio aromatico rinfrescante, che viene utilizzato in medicina come analgesico e antisettico, nell'industria dolciaria e liquoristica. Lo sciroppo di menta è di colore giallo-verdastro, ma viene di solito colorato di verde intenso per esaltarne l'aspetto. A forti dosi la Mentha Piperita ha anche effetti eccitanti e, pare, afrodisiaci.",b85e46cf027e33e99dc013584f3a6989,579697,"( = M. viridis Auct.)",Linneo,,"Pianta ruderale degli incolti, è diffusa fino al piano collinare.","Specie presente prevalentemente nell'Europa meridionale.","Menta romana",,,Giugno,Ottobre
1031549,"Mentha pulegium",Specie,,,,,,,,,,,,,
42548,"Mentha arvensis",Specie,"Pianta perenne, con rizoma, pelosa, con forte e gradevole odore, porta i fiori in verticilli ascellari; il calice è regolare, la corolla è lilla, a quattro lobi subeguali, di 4 mm di ⌀.<br /><br /> È una fastidiosa infestante che si moltiplica rapidamente per mezzo di getti sotterranei, molto ramificati.",902b26f65abe6ce1fb2387a9fba614b6,478840,,Linneo,"Il nome del genere è quello greco.","Legata a terreni freschi, umidi, si trova anche nei campi e negli incolti.","Diffusa nell'Europa continentale, centrale e occidentale.","Menta campestre",,,Giugno,Settembre
603547,"Labiate - 4",Specie,"Corolle bilabiate; labbro superiore piatto",,,,,,,,,,,,
82546,"Labiate - 3",Chiave,"Corolle bilabiate; labbro superiore incurvato",,,,,,,,,,,,
85545,"Labiate - 2",Chiave,"Corolle labiate, senza labbro superiore sporgente",,,,,,,,,,,,
89544,"Labiate - 1",Chiave,"Corolla a 4 (o 5) lobi, quasi regolare",,,,,,,,,,,,
78543,"Myosotis arvensis",Specie,"Pianta annua o bienne, con fusti ramosi, pelosi; i fiori sono in cime scorpioidi contratte, con corolle a tubo breve e lembo rotato azzurro e fauce gialla; l'infiorescenza, fruttificando, si distende lungo l'asse.<br /><br /><em>M. ramosissima</em> Rochel, annua, si distingue perché il calice nel frutto resta aperto.<br />Negli ambienti umidi vive <em>M. scorpioides</em> L.",31f8c930034cfb514eb41dd01af69099,580083,,"(L.) Hill","Il nome del genere significa, dal greco, 'orecchio di topo', per la forma delle foglie.","Comune nei prati, nei campi e nelle colture fino al piano montano","Presente in tutta Europa","Non ti scordar di me",,,Aprile,Luglio
688542,"Lappula squarrosa",Specie,"Pianta annua o bienne, pelosa, ramosa in alto con cime molli; le corolle sono piccole, celesti, con lauce gialla. Gli acheni sono spinosi.",0c7d73ef5221f2505031013de9ab5e3c,487155,"(= L. echinata Gilib.)",Dumort.,"Il nome deriva dal latino e significa 'piccola bardana' ( = Arctium lappa) per il frutto munito di setole uncinate.","Vive nei pascoli, negli incolti aridi, in terreni sciolti, lungo le strade fino al piano alpino.","Diffusa nell'Europa continentale.",Lappolina,,,Giugno,Settembre
527541,"Cynoglossum officinale",Specie,"Pianta bienne, villosa, grigiastra, ha fusti densamente fogliosi; i fiori, riuniti in cime quasi a spiga, hanno corolle rosso scuro macchiate di chiaro alla lauce. Gli acheni sono aculeati.<br /><br />Le foglie sono emollienti e le radici hanno proprietà calmanti; è pianta mellifera.",1ff995417ba28d59889cc333462b4464,579904,,Linneo,"Il nome del genere significa 'lingua di cane', dal greco, per la forma delle foglie.","Si incontra nei luoghi aridi, lungo campi e sentieri, negli incolti fino a 1000 m e più."," È diffusa nell'Europa continentale.","Lingua di cane",,,Maggio,Agosto
625540,"Buglossoides arvensis",Specie,"Pianta annua, con fusti irsuti e foglie aderenti al fusto; i fiori sono raccolti in cime rade e hanno corolle bianco-giallognole o porpora di ½ cm di ⌀, con tubo allungato.",21b81b90ecf43d4809bb5259b14830d8,489676,"(= Lithospermum arvense L.)","(L.) Johnston","I semi durissimi, perlacei, vengono ricordati nel vecchio nome generico, mentre quello attuale significa 'simile alia lingua di bue', per la forma delle foglie.","È presente su suoli sabbiosi e sciolti, ma si può trovare anche nei campi, nelle vigne e negli incolti dalla pianura al piano montano.","Presente in quasi tutta Europa.","Erba perla",,,Febbraio,Giugno
666539,"Nonea lutea",Specie,"Pianta annua, con fusti eretto-ascendenti, rosette fugaci; i fiori sono in cime, con corolle tu-bulose allargate, di 1 cm, gialle.",b80e7082be51e93d8cf264633556da3a,581958,,DC.,"Il genere è stato dedicato a J.P. Nonne, medico e botanico tedesco del XVIII secolo.","Campi, vigne, incolti del piano basale.","Ha diffusione nell'Europa sud-orientale.","Buglossa gialla",,,Febbraio,Aprile
412538,"Heliotropium europaeum",Specie,"Pianta annua, densamente pelosa, con fusti rampanti, foglie picciolate, ellittiche. Le infiorescenze sono divise e formate da fiori bianchi a fauce giallognola, piccoli.<br /><br />La specie aveva applicazioni officinali nella cura delle verruche.",95d6ff46082bfbd45dd597a1d7721814,580409,,Linneo,"Il nome significa, dal greco, 'gira con il sole', perché i fiori si orientano verso il sole","Spesso infestante, si rinviene negli incolti e come ruderale fino al piano collinare.","È presente soprattutto nell'Europa centro-meridionale.",Eliotropo,,,Giugno,Novembre
603537,"Asperugo procumbens",Specie,"Pianta annua, ispida, con fusti sdraiati molto ramosi; foglie e fiori sono tra loro opposti; le corolle sono piccole, tubuloso-rotate, di colore violetto-azzurro-bianco.",c52dd74aeff04a2c6e6eadec4a895fc5,580762,,Linneo,"I brevi peli che ricoprono la pianta le conferiscono un aspetto ruvido, in latino asper.","Si incontra nei luoghi incolti e abbandonati, sulle vie di transumanza fino al piano montano.","Non troppo comune, ha diffusione in quasi tutta Europa.","Buglossa dentata",,,Febbraio,Luglio
535536,"Borago officinalis",Specie,"Specie annuale, ispida, con fusto grosso, porta grandi foglie ovali un po' decorrenti; i fiori sono grandi, stellati, azzurri con cinque lobi, da cui sporgono le antere scure.<br /><br />Un tempo era coltivata per le foglie, usale nelle minestre e come verdura; entrano nelle insalale crude, logicamente quando le foglie stesse sono giovani e tenere, altrimenti le robuste setole le rendono poco appetibili. Come verdura cotta si possono preparare come gli spinaci o assieme ad altre verdure di stagione nelle frittate. Particolarmente interessanti, come dolce, sono le frittelle di borragine, fatte sempre con le foglie, e come curiosità i fiori canditi, che si possono utilizzare come guarnizioni. Le proprietà officinali della pianta sono: emolliente, sudorifera, espettorante. È buona mellifera.",2168ef3bdbd6c1207b2b7b8fc6502141,580765,,,"Il nome del genere deriva dall'arabo abou rach e significa 'padre del sudore', con riferimento alle proprietà sudorifere della pianta.","Si trova qua e là nei terreni concimati e negli ambienti ruderali, fino a 800 m.","È presente soprattutto nell'Europa centro-meridionale.",,,,Aprile,Luglio
1176535,"Anchusa italica",Specie,,,,,,,,,,,,,
42534,"Anchusa officinalis",Specie,"Pianta perenne, con fusti ramosi e foglie lanceolate, fugaci; i fiori sono in dense cime, con corolle purpuree aperte alla fauce.<br /><br />Il rizoma fornisce una tintura rossa. Foglie e fiori sono emollienti, diuretici e calmanti della tosse; è specie mellifera.<br />Con corolle più tendenti all'azzurro è <em>A. italica</em> Retz., diffusa nell'Europa mediterranea.",13aa3753aff85599f3396762b96c1cd6,580761,,Linneo,"Utilizzata nell'antichità come colorante per cosmetici, il nome generico, in greco, significa 'belletto'.","Si incontra negli incolti e lungo le strade, nei luoghi ruderali fino a 1000 m.","Gravita nell'Europa continentale.","Buglossa comune",,,Maggio,Agosto
717533,"Echium vulgare",Specie,"Pianta bienne, irsuta, con fusti ascendenti più o meno ramificati; fiori raccolti in cime divaricate terminali, con corolle azzurre o porporine, non perfettamente simmetriche (appena bilabiate).<br /><br />Ha proprietà emollienti e pettorali, efficaci contro la tosse; è specie mellifera.",96c1cd19b840164cc59dc4a955c8693f,579910,,Linneo,"I quattro acheni del frutto sono appuntiti come la testa di una vipera, da cui il nome generico, dal greco.","È specie pioniera degli ambienti ghiaiosi, greti, margini di strada, ma anche campi fino a 1500 m","È presente in tutta Europa","Erba viperina",,,Aprile,Settembre
646532,"Onosma echioides",Specie,"Pianta ispida, con fusti cespugliosi lignificati alla base; foglie lanceolate appena revolute; i fiori sono in cime scorpioidi e hanno corolle tubulose, gialle, di 2 cm.<br /><br />La radice, conosciuta come 'alcanna gialla', è usata come colorante rosso per stoffe, alimenti e cosmetici; pianta mellifera.",59c52239bbadcf084c35808a5768c686,483842,,Linneo,"Il nome del genere, dal greco, significa 'asino, odore'","È specie propria dei prati aridi e rocciosi lino a 1500 m","Diffusa in tutta l'Europa meridionale, prevalentemente mediterranea.","Viperina comune",,,Giugno,Luglio
612531,"Symphytum officinale",Specie,"Pianta perenne, con grosso rizoma, presenta foglie lanceolate lungamente decorrenti sul fusto e fiori tubulosi in cime che possono essere gialle o bianco-violette.<br /><br />Le foglie possono essere usate come insalata; il rizoma è tintorio, fornendo un colorante bruno; come officinale è vulneraria, astringente ed emolliente.",252d6e17d409f8512423a444c5b16f37,582578,,Linneo,"Il nome, dal greco, significa 'rimarginare'.","Si incontra nei prati umidi, nei fossi fino al piano montano.","Presente in quasi tutta Europa, soprattutto continentale.","Consolida maggiore",,,Maggio,Luglio
623530,"Cerinthe minor",Specie,"Pianta perenne, glauca e glabra, con fusto eretto ramoso, foglie sessili, abbraccianti; fiori con corolle tubulose gialle e macchia porpora alla fauce.",0151cfbfc4454278100eff550ab8f7de,5356759,,Linneo,"Il nome del genere, tradotto letteralmente dal greco, significa ","Infestante nei campi e nelle vigne, è comune negli incolti e lungo i fossi fino a 900 m","La specie è diffusa prevalentemente nell'Europa mediterranea.","Erba vaiola",,,Maggio,Luglio
484529,"Ipomoea purpurea",Specie,,,,,,,,,,,,,
43528,"Calystegia sepium",Specie,"Piante perenni, rizomatose, volubili destrorse, con foglie cuoriformi grandi fino a 10 cm; i fiori sono di 4-6 cm di ⌀, di colore bianco, talora rosato. La capsula è globosa.<br /><br />Simile è <em>Ipomoea purpurea</em> Roth., con corolle grandi, azzurre o porporine, coltivata come ornarnentale originaria dell'America tropicale.",c31d71edc843d25a8d1c3f9019a18520,580997,"( = Convolvulus sepium L.)","(L.) R. Br.","Le brattee che coprono il calice danno il nome al genere, dal greco","Si incontra nei terreni freschi umidi, è comune sulle siepi e negli incolti, fino oltre i 1000 m","Presente in tutta Europa e cosmopolita.","Campanelle; vilucchione",,,Maggio,Settembre
